,Anomalies(#),Blockade(#),DeepSurveyedGoals(#),DeepSurveyedGoals(Positions),Goals(#),Hotspots(Positions),RemoraAttacks(#),SurveyedGoals(#),SurveyedGoals(Positions),Time,index
8,9,3,1,Tx1y3,8,Tx1y3,6,7,Tx0y3;Tx2y3;Tx2y2;Tx1y2;Tx0y4;Tx1y3;Tx1y1,496.0,12
9,11,4,1,Tx1y3,9,Tx1y3,7,8,Tx0y3;Tx2y3;Tx2y2;Tx1y2;Tx3y3;Tx0y4;Tx1y3;Tx1y1,477.0,12
10,14,6,1,Tx1y3,10,Tx1y3,8,9,Tx0y3;Tx2y3;Tx2y2;Tx1y2;Tx3y3;Tx2y4;Tx0y4;Tx1y3;Tx1y1,453.0,12
11,15,6,1,Tx1y3,11,Tx1y3,9,10,Tx0y3;Tx2y3;Tx2y2;Tx1y2;Tx3y3;Tx2y4;Tx3y4;Tx0y4;Tx1y3;Tx1y1,443.0,12
12,18,8,1,Tx1y3,12,Tx1y3,10,11,Tx0y3;Tx2y3;Tx2y2;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx0y4;Tx1y3;Tx1y1;Tx3y4,419.0,12
13,20,9,1,Tx1y3,13,Tx1y3,11,12,Tx0y3;Tx2y1;Tx2y3;Tx2y2;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx3y4;Tx0y4;Tx1y3;Tx1y1,391.0,12
14,23,10,1,Tx1y3,14,Tx1y3,13,13,Tx0y3;Tx2y1;Tx2y3;Tx2y2;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx3y4;Tx0y4;Tx4y3;Tx1y3;Tx1y1,367.0,12
15,24,10,1,Tx1y3,15,Tx3y1;Tx1y3,14,14,Tx0y3;Tx2y3;Tx2y2;Tx3y1;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx3y4;Tx0y4;Tx4y3;Tx1y3;Tx1y1,350.0,12
16,26,10,2,Tx3y1;Tx1y3,16,Tx3y1;Tx1y3,16,14,Tx0y3;Tx2y3;Tx2y2;Tx3y1;Tx3y2;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx3y4;Tx0y4;Tx4y3;Tx1y3;Tx1y1,321.0,12
17,27,10,2,Tx3y1;Tx1y3,17,Tx3y1;Tx1y3,17,15,Tx0y3;Tx2y3;Tx2y2;Tx3y1;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx3y4;Tx0y4;Tx4y3;Tx1y3;Tx1y1,312.0,12
18,27,10,2,Tx3y1;Tx1y3,18,Tx3y1;Tx1y3,17,16,Tx0y3;Tx4y3;Tx2y3;Tx2y2;Tx3y1;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx3y4;Tx0y4;Tx4y1;Tx1y3;Tx1y1,301.0,12
19,28,10,2,Tx3y1;Tx1y3,19,Tx3y1;Tx1y3,18,17,Tx0y3;Tx4y3;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx3y4;Tx0y4;Tx4y1;Tx1y3;Tx1y1,283.0,12
20,28,10,2,Tx3y1;Tx1y3,20,Tx3y1;Tx1y3,18,18,Tx0y3;Tx4y3;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx0y4;Tx2y0;Tx4y1;Tx1y3;Tx1y1,273.0,12
21,29,11,2,Tx3y1;Tx1y3,21,Tx3y1;Tx1y3,18,19,Tx0y3;Tx4y3;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx0y4;Tx2y0;Tx4y1;Tx4y2;Tx1y3;Tx1y1,255.0,12
22,31,12,2,Tx3y1;Tx1y3,22,Tx3y1;Tx1y3,19,20,Tx0y3;Tx4y3;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx2y0;Tx4y1;Tx4y2;Tx1y3;Tx1y1,227.0,12
23,34,13,2,Tx3y1;Tx1y3,23,Tx3y1;Tx1y3,21,21,Tx0y3;Tx0y1;Tx4y3;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx2y0;Tx4y1;Tx4y2;Tx1y3;Tx1y1;Tx4y0,209.0,12
24,36,15,2,Tx3y1;Tx1y3,24,Tx3y1;Tx1y3,21,22,Tx0y0;Tx0y3;Tx0y1;Tx4y3;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx2y0;Tx4y1;Tx4y2;Tx1y3;Tx1y1;Tx4y0,182.0,12
25,40,17,2,Tx3y1;Tx1y3,25,Tx3y1;Tx1y3,23,23,Tx0y0;Tx0y3;Tx0y1;Tx4y1;Tx2y3;Tx2y2;Tx3y1;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx3y4;Tx0y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx4y0,151.0,12
26,41,17,2,Tx3y1;Tx1y3,26,Tx3y1;Tx1y3,24,24,Tx0y0;Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx2y3;Tx2y2;Tx3y1;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx3y4;Tx0y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx4y0,135.0,12
27,44,19,2,Tx3y1;Tx1y3,27,Tx3y1;Tx1y3,25,25,Tx0y0;Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx2y3;Tx2y2;Tx3y1;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx3y4;Tx0y4;Tx4y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1;Tx4y0,97.0,12
0,0,0,0,,0,,0,0,,599.0,13
1,0,0,0,,1,,0,1,Tx1y2,593.0,13
2,1,0,0,,2,,1,2,Tx2y2;Tx1y2,582.0,13
3,3,1,0,,3,,2,3,Tx0y2;Tx2y2;Tx1y2,559.0,13
4,4,1,0,,4,,3,4,Tx0y2;Tx0y1;Tx2y2;Tx1y2,547.0,13
5,7,3,0,,5,Tx1y3,4,5,Tx0y2;Tx0y1;Tx2y2;Tx1y2;Tx1y3,530.0,13
6,8,3,1,Tx1y3,6,Tx1y3,5,5,Tx0y2;Tx0y1;Tx2y2;Tx1y2;Tx1y3,515.0,13
7,9,3,1,Tx1y3,7,Tx1y3,6,6,Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx1y2;Tx1y3,503.0,13
8,9,3,1,Tx1y3,8,Tx1y3,6,7,Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx1y2;Tx3y3;Tx1y3,492.0,13
9,12,5,1,Tx1y3,9,Tx1y3,7,8,Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx1y2;Tx3y3;Tx2y4;Tx1y3,469.0,13
10,13,5,1,Tx1y3,10,Tx1y3,8,9,Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx3y4;Tx1y2;Tx3y3;Tx2y4;Tx1y3,458.0,13
11,15,6,1,Tx1y3,11,Tx1y3,9,10,Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx3y4;Tx1y2;Tx3y3;Tx2y4;Tx1y3,434.0,13
12,16,6,1,Tx1y3,12,Tx1y3;Tx3y1,10,11,Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx1y2;Tx3y3;Tx2y4;Tx1y3,423.0,13
13,16,6,2,Tx3y1;Tx1y3,13,Tx1y3;Tx3y1,10,11,Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx1y2;Tx3y3;Tx2y4;Tx1y3,408.0,13
14,17,6,2,Tx3y1;Tx1y3,14,Tx1y3;Tx3y1,11,12,Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx1y2;Tx3y3;Tx2y4;Tx1y3;Tx3y0,398.0,13
15,17,6,2,Tx3y1;Tx1y3,15,Tx1y3;Tx3y1,11,13,Tx0y2;Tx0y1;Tx2y1;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx1y2;Tx3y3;Tx2y4;Tx4y1;Tx1y3;Tx3y0,389.0,13
16,19,6,2,Tx3y1;Tx1y3,16,Tx1y3;Tx3y1,13,14,Tx0y2;Tx0y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx4y1;Tx1y3;Tx3y0,371.0,13
17,19,6,2,Tx3y1;Tx1y3,17,Tx1y3;Tx3y1,13,15,Tx0y2;Tx0y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx2y0;Tx4y1;Tx1y3;Tx3y0,361.0,13
18,23,8,2,Tx3y1;Tx1y3,18,Tx1y3;Tx3y1,15,16,Tx0y2;Tx0y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx2y0;Tx4y1;Tx4y2;Tx1y3;Tx3y0,334.0,13
19,24,8,2,Tx3y1;Tx1y3,19,Tx1y3;Tx3y1,16,17,Tx0y2;Tx0y1;Tx4y3;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx2y0;Tx4y1;Tx4y2;Tx1y3;Tx3y0,322.0,13
20,27,10,2,Tx3y1;Tx1y3,20,Tx1y3;Tx3y1,17,18,Tx0y2;Tx0y1;Tx4y3;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx2y0;Tx4y1;Tx4y2;Tx1y3;Tx3y0,289.0,13
21,28,10,2,Tx3y1;Tx1y3,21,Tx1y3;Tx3y1,18,19,Tx0y0;Tx0y2;Tx0y1;Tx4y3;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx2y0;Tx4y1;Tx4y2;Tx1y3;Tx3y0,279.0,13
22,34,15,2,Tx3y1;Tx1y3,22,Tx3y1;Tx1y3,19,20,Tx0y0;Tx0y2;Tx0y1;Tx4y3;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx1y2;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx4y4;Tx2y0;Tx4y1;Tx4y2;Tx1y3;Tx3y0,224.0,13
23,36,16,2,Tx3y1;Tx1y3,23,Tx3y1;Tx1y3,20,21,Tx0y0;Tx0y2;Tx0y1;Tx4y3;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y2;Tx1y2;Tx1y3;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx3y4;Tx4y4;Tx2y0;Tx4y1;Tx4y2;Tx3y0,202.0,13
24,37,16,2,Tx3y1;Tx1y3,24,Tx3y1;Tx1y3,21,22,Tx0y0;Tx0y2;Tx0y1;Tx4y3;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx1y3;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx4y4;Tx2y0;Tx4y1;Tx4y2;Tx3y0,187.0,13
25,38,17,2,Tx3y1;Tx1y3,25,Tx3y1;Tx1y3,21,23,Tx0y0;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx1y3;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx4y4;Tx2y0;Tx4y3;Tx4y2;Tx1y4;Tx3y0,164.0,13
26,40,18,2,Tx3y1;Tx1y3,26,Tx3y1;Tx1y3,22,24,Tx0y0;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx1y3;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx4y4;Tx2y0;Tx4y3;Tx4y2;Tx1y4;Tx3y0,145.0,13
27,42,19,2,Tx3y1;Tx1y3,27,Tx3y1;Tx1y3,23,25,Tx0y0;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx1y3;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx4y4;Tx2y0;Tx4y3;Tx4y2;Tx1y4;Tx1y1;Tx3y0,126.0,13
0,0,0,0,,0,,0,0,,599.0,14
1,0,0,0,,1,,0,1,Tx3y3,593.0,14
2,1,0,0,,2,,1,2,Tx3y2;Tx3y3,582.0,14
3,1,0,0,,3,,1,3,Tx2y3;Tx3y2;Tx3y3,572.0,14
4,2,0,0,,4,,2,4,Tx2y3;Tx2y2;Tx3y2;Tx3y3,562.0,14
5,4,1,0,,5,Tx1y3,3,5,Tx2y3;Tx2y2;Tx3y2;Tx3y3;Tx1y3,549.0,14
6,5,1,1,Tx1y3,6,Tx1y3,4,5,Tx2y3;Tx2y2;Tx3y2;Tx3y3;Tx1y3,535.0,14
7,7,2,1,Tx1y3,7,Tx1y3,5,6,Tx0y3;Tx2y3;Tx2y2;Tx3y2;Tx3y3;Tx1y3,523.0,14
8,9,3,1,Tx1y3,8,Tx1y3,6,7,Tx0y3;Tx2y3;Tx2y2;Tx3y2;Tx1y2;Tx3y3;Tx1y3,506.0,14
9,10,4,1,Tx1y3,9,Tx1y3,6,8,Tx0y3;Tx2y3;Tx2y2;Tx3y2;Tx1y2;Tx3y3;Tx1y3;Tx1y1,491.0,14
10,11,4,1,Tx1y3,10,Tx1y3,7,9,Tx0y3;Tx0y2;Tx2y3;Tx2y2;Tx3y2;Tx1y2;Tx3y3;Tx1y3;Tx1y1,480.0,14
11,11,4,1,Tx1y3,11,Tx1y3,7,10,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx3y2;Tx1y2;Tx3y3;Tx1y3;Tx1y1,469.0,14
12,15,6,1,Tx1y3,12,Tx1y3,9,11,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx3y2;Tx1y2;Tx3y3;Tx3y4;Tx1y3;Tx1y1,425.0,14
13,21,10,1,Tx1y3,13,Tx1y3,11,12,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx2y2;Tx3y2;Tx1y2;Tx3y3;Tx3y4;Tx4y3;Tx1y3;Tx1y1,391.0,14
14,23,10,1,Tx1y3,14,Tx1y3,13,13,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx3y2;Tx1y2;Tx3y3;Tx2y1;Tx3y4;Tx2y2;Tx4y3;Tx1y3;Tx1y1,374.0,14
15,23,10,1,Tx1y3,15,Tx3y1;Tx1y3,13,14,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx3y1;Tx3y2;Tx1y2;Tx3y3;Tx2y1;Tx3y4;Tx2y2;Tx4y3;Tx1y3;Tx1y1,364.0,14
16,24,10,2,Tx3y1;Tx1y3,16,Tx3y1;Tx1y3,14,14,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx3y1;Tx3y2;Tx1y2;Tx3y3;Tx2y1;Tx3y4;Tx2y2;Tx4y3;Tx1y3;Tx1y1,349.0,14
17,25,10,2,Tx3y1;Tx1y3,17,Tx3y1;Tx1y3,15,15,Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx3y1;Tx3y2;Tx1y2;Tx3y3;Tx2y1;Tx3y4;Tx2y2;Tx4y3;Tx1y3;Tx1y1;Tx3y0,332.0,14
18,26,10,2,Tx3y1;Tx1y3,18,Tx3y1;Tx1y3,16,16,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx2y3;Tx3y1;Tx3y2;Tx1y2;Tx3y3;Tx2y1;Tx3y4;Tx4y3;Tx1y3;Tx1y1;Tx3y0;Tx2y2,312.0,14
19,27,10,2,Tx3y1;Tx1y3,19,Tx3y1;Tx1y3,17,17,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx3y1;Tx3y2;Tx1y2;Tx3y3;Tx2y1;Tx3y4;Tx4y3;Tx1y3;Tx1y1;Tx3y0;Tx2y2,301.0,14
20,27,10,2,Tx3y1;Tx1y3,20,Tx3y1;Tx1y3,17,18,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y1;Tx2y0;Tx4y3;Tx1y3;Tx1y1;Tx3y0;Tx2y2,289.0,14
21,30,12,2,Tx3y1;Tx1y3,21,Tx3y1;Tx1y3,18,19,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y1;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y1;Tx3y0;Tx2y2,262.0,14
22,33,14,2,Tx3y1;Tx1y3,22,Tx3y1;Tx1y3,19,20,Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y1;Tx1y0;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y1;Tx3y0;Tx2y2,232.0,14
23,33,14,2,Tx3y1;Tx1y3,23,Tx3y1;Tx1y3,19,21,Tx0y0;Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx2y1;Tx1y0;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y1;Tx3y0;Tx2y2,223.0,14
24,37,16,2,Tx3y1;Tx1y3,24,Tx3y1;Tx1y3,21,22,Tx0y0;Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx3y1;Tx3y2;Tx1y2;Tx3y3;Tx2y1;Tx1y0;Tx3y4;Tx0y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y1;Tx3y0;Tx2y2,188.0,14
25,38,16,2,Tx3y1;Tx1y3,25,Tx1y3;Tx3y1,22,23,Tx0y0;Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx3y1;Tx3y2;Tx1y2;Tx3y3;Tx2y1;Tx1y0;Tx3y4;Tx0y4;Tx4y4;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y1;Tx3y0;Tx2y2,164.0,14
26,41,18,2,Tx3y1;Tx1y3,26,Tx1y3;Tx3y1,23,24,Tx0y0;Tx0y3;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx3y1;Tx3y2;Tx1y2;Tx1y3;Tx3y3;Tx2y1;Tx1y0;Tx3y4;Tx0y4;Tx4y4;Tx2y0;Tx4y3;Tx4y2;Tx1y4;Tx1y1;Tx3y0;Tx2y2,135.0,14
27,42,18,2,Tx3y1;Tx1y3,27,Tx1y3;Tx3y1,24,25,Tx0y0;Tx0y3;Tx0y2;Tx0y1;Tx2y3;Tx4y1;Tx4y0;Tx3y1;Tx3y2;Tx1y2;Tx1y3;Tx3y3;Tx2y4;Tx2y1;Tx1y0;Tx3y4;Tx0y4;Tx4y4;Tx2y0;Tx4y3;Tx4y2;Tx1y4;Tx1y1;Tx3y0;Tx2y2,123.0,14
0,0,0,0,,0,,0,0,,599.0,15
1,0,0,0,,1,,0,1,Tx3y4,592.0,15
2,1,0,0,,2,,1,2,Tx2y4;Tx3y4,583.0,15
3,2,1,0,,3,,1,3,Tx2y4;Tx3y4;Tx1y4,571.0,15
4,11,6,0,,4,,5,4,Tx2y4;Tx3y4;Tx3y3;Tx1y4,526.0,15
5,12,6,0,,5,,6,5,Tx2y4;Tx3y4;Tx3y2;Tx3y3;Tx1y4,515.0,15
6,12,6,0,,6,,6,6,Tx2y4;Tx3y3;Tx3y4;Tx3y2;Tx4y3;Tx1y4,505.0,15
7,12,6,0,,7,Tx3y1,6,7,Tx3y1;Tx3y4;Tx3y2;Tx3y3;Tx2y4;Tx4y3;Tx1y4,491.0,15
8,13,6,1,Tx3y1,8,Tx3y1,7,7,Tx3y1;Tx3y4;Tx3y2;Tx3y3;Tx2y4;Tx4y3;Tx1y4,478.0,15
9,13,6,1,Tx3y1,9,Tx3y1,7,8,Tx3y1;Tx3y4;Tx3y2;Tx3y3;Tx2y4;Tx4y3;Tx1y4;Tx3y0,469.0,15
10,15,6,1,Tx3y1,10,Tx3y1,9,9,Tx4y1;Tx3y1;Tx3y4;Tx3y2;Tx3y3;Tx2y4;Tx4y3;Tx1y4;Tx3y0,442.0,15
11,15,6,1,Tx3y1,11,Tx3y1,9,10,Tx4y1;Tx2y1;Tx3y1;Tx3y4;Tx3y2;Tx3y3;Tx2y4;Tx4y3;Tx1y4;Tx3y0,433.0,15
12,16,6,1,Tx3y1,12,Tx3y1,10,11,Tx4y1;Tx4y0;Tx2y1;Tx3y1;Tx3y4;Tx3y2;Tx3y3;Tx2y4;Tx4y3;Tx1y4;Tx3y0,418.0,15
13,17,6,1,Tx3y1,13,Tx3y1,11,12,Tx4y1;Tx4y0;Tx2y1;Tx3y1;Tx3y4;Tx3y2;Tx3y3;Tx2y4;Tx2y0;Tx4y3;Tx1y4;Tx3y0,406.0,15
14,18,7,1,Tx3y1,14,Tx3y1,11,13,Tx4y1;Tx4y0;Tx2y1;Tx3y1;Tx3y4;Tx3y2;Tx3y3;Tx2y4;Tx2y0;Tx4y3;Tx1y4;Tx1y1;Tx3y0,393.0,15
15,21,8,1,Tx3y1,15,Tx3y1,13,14,Tx4y1;Tx4y0;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx2y0;Tx4y3;Tx1y4;Tx1y1,378.0,15
16,21,8,1,Tx3y1,16,Tx3y1,13,15,Tx4y1;Tx4y0;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx2y0;Tx4y3;Tx1y4;Tx1y1,369.0,15
17,22,8,1,Tx3y1,17,Tx3y1,14,16,Tx0y2;Tx4y1;Tx4y0;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx2y0;Tx4y3;Tx1y4;Tx1y1,359.0,15
18,22,8,1,Tx3y1,18,Tx3y1,14,17,Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx2y0;Tx4y3;Tx1y4;Tx1y1,347.0,15
19,24,8,1,Tx3y1,19,Tx3y1,16,18,Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx2y0;Tx4y3;Tx1y4;Tx1y1,325.0,15
20,27,10,1,Tx3y1,20,Tx3y1,17,19,Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx2y0;Tx4y3;Tx4y2;Tx1y4;Tx1y1,298.0,15
21,29,11,1,Tx3y1,21,Tx3y1,18,20,Tx0y0;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx2y0;Tx4y3;Tx4y2;Tx1y4;Tx1y1,269.0,15
22,30,12,1,Tx3y1,22,Tx3y1;Tx1y3,18,21,Tx0y0;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1,249.0,15
23,31,12,2,Tx3y1;Tx1y3,23,Tx3y1;Tx1y3,19,21,Tx0y0;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1,234.0,15
24,31,12,2,Tx3y1;Tx1y3,24,Tx3y1;Tx1y3,19,22,Tx0y0;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx2y0;Tx4y3;Tx4y2;Tx1y3;Tx1y4;Tx1y1,222.0,15
25,32,12,2,Tx3y1;Tx1y3,25,Tx3y1;Tx1y3,20,23,Tx0y0;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx1y3;Tx2y0;Tx4y3;Tx4y2;Tx1y4;Tx1y1,211.0,15
26,33,12,2,Tx3y1;Tx1y3,26,Tx3y1;Tx1y3,21,24,Tx0y0;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx1y3;Tx2y0;Tx4y3;Tx4y2;Tx1y4;Tx1y1,201.0,15
27,33,12,2,Tx3y1;Tx1y3,27,Tx1y3;Tx3y1,21,25,Tx0y0;Tx0y2;Tx0y1;Tx4y1;Tx4y0;Tx2y3;Tx2y2;Tx3y1;Tx3y4;Tx3y2;Tx0y3;Tx1y2;Tx3y3;Tx3y0;Tx2y4;Tx2y1;Tx1y0;Tx0y4;Tx4y4;Tx1y3;Tx2y0;Tx4y3;Tx4y2;Tx1y4;Tx1y1,183.0,15
0,0,0,0,,0,,0,0,,599.0,16
1,0,0,0,,1,,0,1,Tx2y4,594.0,16
2,1,0,0,,2,,1,2,Tx2y4;Tx3y4,584.0,16
3,2,1,0,,3,,1,3,Tx2y4;Tx3y4;Tx1y4,570.0,16
4,10,5,0,,4,,5,4,Tx2y4;Tx3y4;Tx3y3;Tx1y4,527.0,16
5,10,5,0,,5,,5,5,Tx2y4;Tx3y4;Tx3y2;Tx3y3;Tx1y4,516.0,16
6,12,6,0,,6,,6,6,Tx2y4;Tx3y3;Tx3y4;Tx3y2;Tx4y3;Tx1y4,503.0,16
7,12,6,0,,7,Tx3y1,6,7,Tx3y1;Tx3y4;Tx3y2;Tx3y3;Tx2y4;Tx4y3;Tx1y4,488.0,16
